incident_id;commande_id;type_incident;gravite
I016699;CMD037632;Perte;Faible
I016700;CMD002859;Retard;Faible
I016701;CMD096699;Perte;Élevée
I016702;CMD061492;Détérioration;Moyenne
I016703;CMD018128;Retard;Élevée
I016704;CMD030391;Autre;Élevée
I016705;CMD056781;Autre;Élevée
I016706;CMD066297;Retard;Moyenne
I016707;CMD079132;Autre;Moyenne
I016708;CMD077116;Détérioration;Faible
I016709;CMD034827;Retard;Élevée
I016710;CMD036960;Détérioration;Moyenne
I016711;CMD085470;Perte;Élevée
I016712;CMD001863;Autre;Élevée
I016713;CMD012509;Perte;Moyenne
I016714;CMD098219;Retard;Faible
I016715;CMD002641;Autre;Élevée
I016716;CMD064491;Perte;Moyenne
I016717;CMD073209;Autre;Moyenne
I016718;CMD098186;Perte;Élevée
I016719;CMD055399;Retard;Moyenne
I016720;CMD078853;Retard;Faible
I016721;CMD044328;Perte;Élevée
I016722;CMD069184;Autre;Moyenne
I016723;CMD090773;Retard;Faible
I016724;CMD024314;Détérioration;Moyenne
I016725;CMD027996;Détérioration;Moyenne
I016726;CMD006171;Autre;Faible
I016727;CMD095470;Perte;Moyenne
I016728;CMD099245;Autre;Moyenne
I016729;CMD013196;Retard;Moyenne
I016730;CMD000333;Détérioration;Faible
I016731;CMD053150;Retard;Faible
I016732;CMD014611;Détérioration;Moyenne
I016733;CMD010540;Détérioration;Moyenne
I016734;CMD020448;Retard;Faible
I016735;CMD056352;Perte;Moyenne
I016736;CMD021560;Perte;Faible
I016737;CMD022788;Autre;Élevée
I016738;CMD047668;Autre;Faible
I016739;CMD061262;Retard;Moyenne
I016740;CMD096007;Détérioration;Moyenne
I016741;CMD048374;Retard;Élevée
I016742;CMD059573;Retard;Faible
I016743;CMD053667;Retard;Élevée
I016744;CMD059358;Détérioration;Élevée
I016745;CMD047363;Autre;Faible
I016746;CMD008484;Perte;Faible
I016747;CMD020926;Détérioration;Faible
I016748;CMD084926;Détérioration;Moyenne
I016749;CMD048460;Autre;Faible
I016750;CMD001169;Autre;Moyenne
I016751;CMD036677;Détérioration;Faible
I016752;CMD083717;Retard;Moyenne
I016753;CMD028973;Retard;Élevée
I016754;CMD083996;Autre;Élevée
I016755;CMD046202;Détérioration;Faible
I016756;CMD041961;Autre;Moyenne
I016757;CMD081843;Autre;Élevée
I016758;CMD009206;Autre;Élevée
I016759;CMD097137;Détérioration;Élevée
I016760;CMD042696;Détérioration;Faible
I016761;CMD085953;Détérioration;Faible
I016762;CMD082644;Détérioration;Moyenne
I016763;CMD057860;Autre;Élevée
I016764;CMD085805;Détérioration;Élevée
I016765;CMD013959;Perte;Faible
I016766;CMD096403;Retard;Moyenne
I016767;CMD059440;Autre;Élevée
I016768;CMD060640;Retard;Moyenne
I016769;CMD073420;Détérioration;Moyenne
I016770;CMD055230;Détérioration;Faible
I016771;CMD081850;Détérioration;Moyenne
I016772;CMD086407;Perte;Moyenne
I016773;CMD074784;Retard;Moyenne
I016774;CMD075407;Détérioration;Élevée
I016775;CMD094344;Détérioration;Élevée
I016776;CMD090339;Retard;Faible
I016777;CMD056036;Retard;Élevée
I016778;CMD099401;Retard;Élevée
I016779;CMD071860;Autre;Faible
I016780;CMD094691;Détérioration;Faible
I016781;CMD012632;Perte;Moyenne
I016782;CMD008959;Retard;Moyenne
I016783;CMD043669;Perte;Moyenne
I016784;CMD080194;Autre;Moyenne
I016785;CMD064106;Détérioration;Faible
I016786;CMD058540;Autre;Moyenne
I016787;CMD092373;Perte;Faible
I016788;CMD003262;Retard;Moyenne
I016789;CMD020727;Autre;Faible
I016790;CMD003635;Perte;Élevée
I016791;CMD031017;Détérioration;Faible
I016792;CMD075448;Perte;Moyenne
I016793;CMD058445;Détérioration;Élevée
I016794;CMD022519;Autre;Élevée
I016795;CMD089205;Autre;Faible
I016796;CMD033401;Autre;Faible
I016797;CMD000421;Perte;Élevée
I016798;CMD082343;Détérioration;Faible
I016799;CMD085018;Retard;Faible
I016800;CMD062690;Autre;Faible
I016801;CMD011750;Détérioration;Faible
I016802;CMD047904;Détérioration;Moyenne
I016803;CMD011325;Autre;Élevée
I016804;CMD013002;Perte;Faible
I016805;CMD081916;Détérioration;Moyenne
I016806;CMD057443;Autre;Moyenne
I016807;CMD089511;Détérioration;Moyenne
I016808;CMD037119;Perte;Élevée
I016809;CMD073431;Autre;Faible
I016810;CMD094857;Autre;Élevée
I016811;CMD077605;Retard;Moyenne
I016812;CMD016235;Autre;Faible
I016813;CMD084071;Retard;Faible
I016814;CMD047808;Retard;Faible
I016815;CMD097487;Perte;Faible
I016816;CMD054000;Autre;Élevée
I016817;CMD064677;Détérioration;Moyenne
I016818;CMD050786;Autre;Moyenne
I016819;CMD053279;Perte;Faible
I016820;CMD023056;Détérioration;Faible
I016821;CMD041071;Perte;Faible
I016822;CMD041378;Autre;Moyenne
I016823;CMD003411;Retard;Élevée
I016824;CMD079142;Perte;Faible
I016825;CMD063998;Perte;Faible
I016826;CMD063676;Autre;Moyenne
I016827;CMD016353;Retard;Faible
I016828;CMD085454;Perte;Élevée
I016829;CMD055364;Détérioration;Faible
I016830;CMD061824;Retard;Élevée
I016831;CMD064604;Détérioration;Élevée
I016832;CMD078984;Retard;Moyenne
I016833;CMD097728;Retard;Moyenne
I016834;CMD038052;Autre;Faible
I016835;CMD025371;Retard;Élevée
I016836;CMD060144;Retard;Faible
I016837;CMD086898;Retard;Moyenne
I016838;CMD053393;Perte;Élevée
I016839;CMD012207;Détérioration;Moyenne
I016840;CMD066962;Autre;Faible
I016841;CMD013096;Autre;Moyenne
I016842;CMD052486;Retard;Élevée
I016843;CMD054727;Autre;Moyenne
I016844;CMD047391;Perte;Élevée
I016845;CMD035072;Détérioration;Élevée
I016846;CMD053884;Détérioration;Moyenne
I016847;CMD026805;Détérioration;Faible
I016848;CMD096601;Perte;Faible
I016849;CMD026272;Détérioration;Faible
I016850;CMD001028;Autre;Élevée
I016851;CMD093116;Perte;Faible
I016852;CMD077780;Perte;Faible
I016853;CMD020469;Retard;Moyenne
I016854;CMD096474;Perte;Élevée
I016855;CMD020814;Retard;Moyenne
I016856;CMD046969;Détérioration;Moyenne
I016857;CMD038268;Autre;Faible
I016858;CMD093114;Retard;Élevée
I016859;CMD043914;Autre;Élevée
I016860;CMD071468;Perte;Faible
I016861;CMD096231;Perte;Élevée
I016862;CMD049971;Autre;Faible
I016863;CMD081030;Détérioration;Faible
I016864;CMD091684;Détérioration;Moyenne
I016865;CMD017644;Perte;Moyenne
I016866;CMD085175;Retard;Élevée
I016867;CMD041627;Détérioration;Élevée
I016868;CMD067118;Retard;Élevée
I016869;CMD020156;Détérioration;Faible
I016870;CMD004721;Détérioration;Élevée
I016871;CMD003695;Détérioration;Élevée
I016872;CMD069306;Retard;Moyenne
I016873;CMD031970;Autre;Moyenne
I016874;CMD004220;Détérioration;Moyenne
I016875;CMD006584;Perte;Moyenne
I016876;CMD006528;Détérioration;Faible
I016877;CMD026295;Perte;Moyenne
I016878;CMD074178;Retard;Élevée
I016879;CMD014154;Retard;Moyenne
I016880;CMD082455;Détérioration;Faible
I016881;CMD075084;Détérioration;Faible
I016882;CMD098888;Perte;Moyenne
I016883;CMD087219;Retard;Moyenne
I016884;CMD016498;Perte;Moyenne
I016885;CMD063573;Détérioration;Faible
I016886;CMD041296;Autre;Faible
I016887;CMD091964;Détérioration;Faible
I016888;CMD058262;Détérioration;Moyenne
I016889;CMD011018;Détérioration;Élevée
I016890;CMD057962;Retard;Moyenne
I016891;CMD080899;Perte;Faible
I016892;CMD040204;Détérioration;Faible
I016893;CMD080213;Perte;Élevée
I016894;CMD069614;Autre;Faible
I016895;CMD013739;Retard;Moyenne
I016896;CMD004850;Détérioration;Faible
I016897;CMD077478;Détérioration;Faible
I016898;CMD012203;Perte;Élevée
I016899;CMD095352;Autre;Moyenne
I016900;CMD033824;Perte;Élevée
I016901;CMD043152;Perte;Faible
I016902;CMD001870;Perte;Faible
I016903;CMD044401;Détérioration;Moyenne
I016904;CMD057003;Autre;Moyenne
I016905;CMD064467;Autre;Faible
I016906;CMD051851;Perte;Élevée
I016907;CMD041976;Détérioration;Faible
I016908;CMD017215;Perte;Élevée
I016909;CMD010595;Perte;Faible
I016910;CMD056258;Perte;Moyenne
I016911;CMD086705;Retard;Faible
I016912;CMD067611;Autre;Moyenne
I016913;CMD043151;Détérioration;Moyenne
I016914;CMD002854;Retard;Élevée
I016915;CMD051491;Perte;Élevée
I016916;CMD091242;Retard;Faible
I016917;CMD037946;Retard;Faible
I016918;CMD028041;Autre;Moyenne
I016919;CMD039298;Perte;Moyenne
I016920;CMD067147;Retard;Faible
I016921;CMD027103;Autre;Faible
I016922;CMD080964;Détérioration;Élevée
I016923;CMD035441;Perte;Élevée
I016924;CMD053320;Retard;Moyenne
I016925;CMD008874;Détérioration;Faible
I016926;CMD094057;Détérioration;Élevée
I016927;CMD033277;Autre;Moyenne
I016928;CMD032959;Autre;Élevée
I016929;CMD088984;Retard;Faible
I016930;CMD098520;Détérioration;Faible
I016931;CMD081715;Perte;Faible
I016932;CMD052171;Perte;Moyenne
I016933;CMD041561;Détérioration;Faible
I016934;CMD037964;Perte;Faible
I016935;CMD005329;Détérioration;Élevée
I016936;CMD051504;Détérioration;Faible
I016937;CMD082909;Détérioration;Élevée
I016938;CMD079126;Autre;Élevée
I016939;CMD028068;Retard;Moyenne
I016940;CMD095516;Perte;Moyenne
I016941;CMD076688;Autre;Élevée
I016942;CMD023304;Perte;Élevée
I016943;CMD016494;Autre;Faible
I016944;CMD061735;Retard;Moyenne
I016945;CMD010764;Retard;Élevée
I016946;CMD067384;Autre;Faible
I016947;CMD089535;Retard;Moyenne
I016948;CMD088621;Détérioration;Élevée
I016949;CMD061347;Retard;Moyenne
I016950;CMD038743;Autre;Élevée
I016951;CMD066558;Retard;Élevée
I016952;CMD052431;Perte;Élevée
I016953;CMD029837;Autre;Faible
I016954;CMD047383;Détérioration;Faible
I016955;CMD046897;Autre;Faible
I016956;CMD006414;Perte;Élevée
I016957;CMD093415;Perte;Élevée
I016958;CMD083527;Perte;Moyenne
I016959;CMD058894;Retard;Élevée
I016960;CMD036559;Détérioration;Moyenne
I016961;CMD080547;Retard;Moyenne
I016962;CMD053854;Retard;Élevée
I016963;CMD050611;Perte;Moyenne
I016964;CMD085502;Détérioration;Élevée
I016965;CMD004388;Détérioration;Faible
I016966;CMD032339;Détérioration;Élevée
I016967;CMD037497;Autre;Faible
I016968;CMD075557;Détérioration;Moyenne
I016969;CMD051050;Perte;Moyenne
I016970;CMD077473;Retard;Élevée
I016971;CMD002265;Détérioration;Élevée
I016972;CMD098560;Retard;Faible
I016973;CMD054934;Perte;Élevée
I016974;CMD041626;Détérioration;Faible
I016975;CMD030292;Perte;Faible
I016976;CMD046495;Perte;Élevée
I016977;CMD093656;Retard;Faible
I016978;CMD074792;Retard;Faible
I016979;CMD061135;Autre;Faible
I016980;CMD053033;Perte;Moyenne
I016981;CMD006147;Autre;Élevée
I016982;CMD070396;Détérioration;Élevée
I016983;CMD049754;Autre;Élevée
I016984;CMD044705;Détérioration;Faible
I016985;CMD000921;Perte;Élevée
I016986;CMD048879;Retard;Élevée
I016987;CMD027216;Détérioration;Moyenne
I016988;CMD072720;Perte;Faible
I016989;CMD050463;Autre;Moyenne
I016990;CMD009390;Détérioration;Élevée
I016991;CMD030362;Détérioration;Élevée
I016992;CMD062467;Retard;Faible
I016993;CMD072149;Détérioration;Faible
I016994;CMD085400;Retard;Faible
I016995;CMD019948;Autre;Élevée
I016996;CMD010118;Détérioration;Moyenne
I016997;CMD018906;Autre;Moyenne
I016998;CMD062167;Retard;Moyenne
I016999;CMD030502;Autre;Moyenne
I017000;CMD021785;Détérioration;Élevée
I017001;CMD070037;Retard;Moyenne
I017002;CMD091750;Retard;Faible
I017003;CMD086693;Retard;Moyenne
I017004;CMD094247;Perte;Élevée
I017005;CMD071525;Retard;Élevée
I017006;CMD022231;Détérioration;Faible
I017007;CMD015535;Autre;Faible
I017008;CMD073904;Retard;Moyenne
I017009;CMD071013;Perte;Élevée
I017010;CMD000470;Détérioration;Faible
I017011;CMD039746;Perte;Moyenne
I017012;CMD063789;Retard;Faible
I017013;CMD028454;Perte;Élevée
I017014;CMD002749;Perte;Élevée
I017015;CMD075821;Détérioration;Faible
I017016;CMD072598;Autre;Faible
I017017;CMD001882;Autre;Moyenne
I017018;CMD022863;Retard;Moyenne
I017019;CMD002781;Perte;Moyenne
I017020;CMD049387;Autre;Faible
I017021;CMD093717;Autre;Faible
I017022;CMD052125;Retard;Élevée
I017023;CMD033017;Retard;Faible
I017024;CMD002757;Détérioration;Élevée
I017025;CMD050433;Retard;Moyenne
I017026;CMD003098;Détérioration;Faible
I017027;CMD079502;Perte;Moyenne
I017028;CMD009319;Autre;Élevée
I017029;CMD034558;Détérioration;Élevée
I017030;CMD075215;Autre;Moyenne
I017031;CMD027548;Retard;Faible
I017032;CMD023620;Autre;Élevée
I017033;CMD027486;Détérioration;Faible
I017034;CMD080603;Retard;Moyenne
I017035;CMD018129;Perte;Faible
I017036;CMD039572;Perte;Moyenne
I017037;CMD065376;Perte;Élevée
I017038;CMD050149;Perte;Faible
I017039;CMD065887;Autre;Moyenne
I017040;CMD045167;Retard;Élevée
I017041;CMD065572;Retard;Élevée
I017042;CMD069749;Perte;Moyenne
I017043;CMD084035;Retard;Moyenne
I017044;CMD034076;Autre;Élevée
I017045;CMD078005;Autre;Faible
I017046;CMD000975;Perte;Faible
I017047;CMD048597;Perte;Faible
I017048;CMD083727;Détérioration;Faible
I017049;CMD070257;Autre;Élevée
I017050;CMD081192;Détérioration;Faible
I017051;CMD003402;Perte;Élevée
I017052;CMD009592;Autre;Moyenne
I017053;CMD069743;Retard;Moyenne
I017054;CMD017590;Perte;Élevée
I017055;CMD095535;Autre;Moyenne
I017056;CMD008750;Retard;Élevée
I017057;CMD050193;Détérioration;Élevée
I017058;CMD097663;Retard;Moyenne
I017059;CMD061203;Autre;Moyenne
I017060;CMD054417;Retard;Élevée
I017061;CMD043300;Détérioration;Moyenne
I017062;CMD003231;Autre;Moyenne
I017063;CMD040936;Perte;Faible
I017064;CMD017670;Retard;Faible
I017065;CMD036417;Retard;Faible
I017066;CMD060115;Retard;Faible
I017067;CMD000259;Retard;Faible
I017068;CMD055079;Détérioration;Faible
I017069;CMD093813;Perte;Moyenne
I017070;CMD094696;Retard;Faible
I017071;CMD044823;Retard;Moyenne
I017072;CMD071390;Détérioration;Moyenne
I017073;CMD098583;Perte;Élevée
I017074;CMD071051;Perte;Élevée
I017075;CMD066838;Perte;Moyenne
I017076;CMD080627;Autre;Élevée
I017077;CMD079141;Détérioration;Élevée
I017078;CMD069180;Détérioration;Moyenne
I017079;CMD022006;Perte;Élevée
I017080;CMD064424;Retard;Faible
I017081;CMD026706;Perte;Élevée
I017082;CMD023061;Détérioration;Élevée
I017083;CMD094387;Autre;Élevée
I017084;CMD089065;Retard;Élevée
I017085;CMD087684;Autre;Moyenne
I017086;CMD089044;Retard;Élevée
I017087;CMD051758;Retard;Moyenne
I017088;CMD000748;Détérioration;Faible
I017089;CMD010708;Perte;Élevée
I017090;CMD086688;Autre;Moyenne
I017091;CMD008320;Autre;Moyenne
I017092;CMD036461;Perte;Élevée
I017093;CMD003356;Détérioration;Moyenne
I017094;CMD033440;Retard;Élevée
I017095;CMD080120;Autre;Faible
I017096;CMD040872;Retard;Moyenne
I017097;CMD095192;Perte;Faible
I017098;CMD021040;Perte;Élevée
I017099;CMD055596;Retard;Moyenne
I017100;CMD046489;Détérioration;Élevée
I017101;CMD065194;Perte;Faible
I017102;CMD037090;Détérioration;Élevée
I017103;CMD067509;Détérioration;Faible
I017104;CMD047504;Perte;Faible
I017105;CMD079797;Perte;Faible
I017106;CMD062474;Retard;Faible
I017107;CMD076024;Perte;Faible
I017108;CMD046555;Autre;Faible
I017109;CMD076334;Retard;Moyenne
I017110;CMD038258;Perte;Moyenne
I017111;CMD044264;Retard;Moyenne
I017112;CMD019266;Autre;Moyenne
I017113;CMD048415;Autre;Faible
I017114;CMD041735;Retard;Faible
I017115;CMD074522;Retard;Faible
I017116;CMD068847;Perte;Moyenne
I017117;CMD046076;Retard;Élevée
I017118;CMD081404;Détérioration;Moyenne
I017119;CMD073928;Autre;Élevée
I017120;CMD046128;Perte;Moyenne
I017121;CMD063631;Autre;Élevée
I017122;CMD067871;Autre;Faible
I017123;CMD072484;Autre;Faible
I017124;CMD046975;Perte;Faible
I017125;CMD034922;Autre;Élevée
I017126;CMD091926;Perte;Élevée
I017127;CMD036586;Perte;Élevée
I017128;CMD068130;Retard;Faible
I017129;CMD025816;Retard;Faible
I017130;CMD019138;Autre;Faible
I017131;CMD086016;Détérioration;Élevée
I017132;CMD023101;Perte;Faible
I017133;CMD071547;Détérioration;Moyenne
I017134;CMD021796;Perte;Moyenne
I017135;CMD090461;Perte;Élevée
I017136;CMD053610;Autre;Moyenne
I017137;CMD015995;Perte;Moyenne
I017138;CMD032951;Détérioration;Moyenne
I017139;CMD001817;Retard;Élevée
I017140;CMD084853;Retard;Moyenne
I017141;CMD058085;Retard;Faible
I017142;CMD019467;Perte;Moyenne
I017143;CMD007428;Retard;Élevée
I017144;CMD085589;Détérioration;Faible
I017145;CMD059566;Autre;Élevée
I017146;CMD090769;Détérioration;Faible
I017147;CMD044416;Perte;Faible
I017148;CMD067845;Perte;Faible
I017149;CMD070792;Détérioration;Faible
I017150;CMD049564;Retard;Moyenne
I017151;CMD062040;Détérioration;Moyenne
I017152;CMD082823;Perte;Faible
I017153;CMD006092;Retard;Élevée
I017154;CMD000186;Perte;Moyenne
I017155;CMD057639;Détérioration;Faible
I017156;CMD013638;Détérioration;Faible
I017157;CMD022725;Détérioration;Élevée
I017158;CMD080891;Perte;Élevée
I017159;CMD053595;Perte;Élevée
I017160;CMD058397;Retard;Faible
I017161;CMD018242;Retard;Élevée
I017162;CMD060681;Détérioration;Moyenne
I017163;CMD013653;Détérioration;Élevée
I017164;CMD030207;Détérioration;Faible
I017165;CMD001414;Autre;Faible
I017166;CMD087466;Détérioration;Élevée
I017167;CMD060893;Retard;Faible
I017168;CMD031059;Perte;Moyenne
I017169;CMD026965;Retard;Faible
I017170;CMD018446;Détérioration;Faible
I017171;CMD022663;Retard;Faible
I017172;CMD086098;Autre;Faible
I017173;CMD011968;Détérioration;Faible
I017174;CMD030701;Perte;Élevée
I017175;CMD048009;Perte;Élevée
I017176;CMD052738;Retard;Moyenne
I017177;CMD093418;Perte;Élevée
I017178;CMD099097;Perte;Élevée
I017179;CMD095670;Détérioration;Moyenne
I017180;CMD004198;Perte;Moyenne
I017181;CMD006332;Perte;Faible
I017182;CMD027829;Retard;Faible
I017183;CMD042158;Perte;Élevée
I017184;CMD000672;Retard;Élevée
I017185;CMD031796;Détérioration;Élevée
I017186;CMD008178;Détérioration;Faible
I017187;CMD049340;Autre;Élevée
I017188;CMD089048;Autre;Faible
I017189;CMD022759;Autre;Élevée
I017190;CMD025753;Autre;Moyenne
I017191;CMD044081;Perte;Faible
I017192;CMD036190;Autre;Faible
I017193;CMD015660;Retard;Moyenne
I017194;CMD029295;Retard;Faible
I017195;CMD038191;Autre;Élevée
I017196;CMD074116;Retard;Moyenne
I017197;CMD077352;Perte;Moyenne
I017198;CMD017476;Retard;Faible
I017199;CMD090249;Retard;Moyenne
I017200;CMD099893;Détérioration;Faible
I017201;CMD053256;Autre;Élevée
I017202;CMD002367;Perte;Faible
I017203;CMD007478;Retard;Moyenne
I017204;CMD019350;Perte;Faible
I017205;CMD044298;Détérioration;Faible
I017206;CMD071782;Détérioration;Moyenne
I017207;CMD052789;Autre;Moyenne
I017208;CMD092430;Retard;Élevée
I017209;CMD061683;Autre;Élevée
I017210;CMD001077;Autre;Moyenne
I017211;CMD043935;Détérioration;Faible
I017212;CMD094024;Retard;Moyenne
I017213;CMD046818;Retard;Élevée
I017214;CMD065203;Détérioration;Moyenne
I017215;CMD068122;Détérioration;Élevée
I017216;CMD045857;Détérioration;Moyenne
I017217;CMD002748;Détérioration;Moyenne
I017218;CMD051777;Perte;Élevée
I017219;CMD097060;Retard;Faible
I017220;CMD022922;Retard;Moyenne
I017221;CMD051981;Détérioration;Moyenne
I017222;CMD015174;Perte;Moyenne
I017223;CMD008327;Perte;Moyenne
I017224;CMD080512;Autre;Élevée
I017225;CMD079684;Autre;Moyenne
I017226;CMD044690;Retard;Moyenne
I017227;CMD099403;Détérioration;Élevée
I017228;CMD018831;Retard;Moyenne
I017229;CMD043437;Perte;Élevée
I017230;CMD093644;Autre;Élevée
I017231;CMD001846;Détérioration;Faible
I017232;CMD040481;Autre;Faible
I017233;CMD076373;Détérioration;Faible
I017234;CMD054723;Perte;Élevée
I017235;CMD027821;Perte;Élevée
I017236;CMD049472;Retard;Élevée
I017237;CMD014493;Perte;Moyenne
I017238;CMD052626;Autre;Moyenne
I017239;CMD018740;Autre;Élevée
I017240;CMD057629;Retard;Faible
I017241;CMD009714;Retard;Moyenne
I017242;CMD085765;Détérioration;Élevée
I017243;CMD077279;Perte;Élevée
I017244;CMD035782;Perte;Moyenne
I017245;CMD055279;Retard;Élevée
I017246;CMD059977;Perte;Moyenne
I017247;CMD042530;Retard;Moyenne
I017248;CMD072748;Détérioration;Élevée
I017249;CMD034022;Retard;Élevée
I017250;CMD019825;Autre;Faible
I017251;CMD002217;Détérioration;Moyenne
I017252;CMD033873;Perte;Faible
I017253;CMD017768;Détérioration;Moyenne
I017254;CMD010777;Détérioration;Élevée
I017255;CMD037660;Détérioration;Moyenne
I017256;CMD004852;Détérioration;Faible
I017257;CMD028156;Détérioration;Élevée
I017258;CMD085268;Détérioration;Faible
I017259;CMD033732;Détérioration;Faible
I017260;CMD062866;Perte;Élevée
I017261;CMD064625;Retard;Moyenne
I017262;CMD018408;Autre;Faible
I017263;CMD057000;Détérioration;Faible
I017264;CMD098391;Autre;Moyenne
I017265;CMD074133;Perte;Faible
I017266;CMD025741;Retard;Moyenne
I017267;CMD006242;Perte;Élevée
I017268;CMD014001;Autre;Élevée
I017269;CMD046295;Détérioration;Élevée
I017270;CMD087376;Autre;Moyenne
I017271;CMD046910;Autre;Faible
I017272;CMD055392;Détérioration;Faible
I017273;CMD057808;Autre;Faible
I017274;CMD023204;Retard;Faible
I017275;CMD086164;Retard;Élevée
I017276;CMD085477;Autre;Faible
I017277;CMD059284;Détérioration;Élevée
I017278;CMD058410;Autre;Élevée
I017279;CMD097875;Autre;Élevée
I017280;CMD027873;Retard;Moyenne
I017281;CMD080212;Autre;Faible
I017282;CMD045573;Autre;Moyenne
I017283;CMD091560;Autre;Faible
I017284;CMD098783;Perte;Faible
I017285;CMD080155;Autre;Faible
I017286;CMD032240;Détérioration;Faible
I017287;CMD090180;Perte;Moyenne
I017288;CMD028095;Détérioration;Élevée
I017289;CMD037740;Perte;Moyenne
I017290;CMD008939;Retard;Élevée
I017291;CMD065577;Détérioration;Faible
I017292;CMD039951;Détérioration;Moyenne
I017293;CMD015421;Perte;Moyenne
I017294;CMD085125;Perte;Faible
I017295;CMD006625;Retard;Élevée
I017296;CMD002623;Détérioration;Faible
I017297;CMD022060;Perte;Faible
I017298;CMD096433;Perte;Faible
I017299;CMD039108;Autre;Élevée
I017300;CMD077816;Détérioration;Élevée
I017301;CMD057462;Retard;Élevée
I017302;CMD049538;Autre;Élevée
I017303;CMD087524;Perte;Moyenne
I017304;CMD021733;Détérioration;Élevée
I017305;CMD022461;Retard;Élevée
I017306;CMD049302;Retard;Faible
I017307;CMD018605;Perte;Élevée
I017308;CMD031241;Perte;Moyenne
I017309;CMD052760;Détérioration;Faible
I017310;CMD094190;Détérioration;Moyenne
I017311;CMD028009;Retard;Élevée
I017312;CMD007938;Perte;Moyenne
I017313;CMD088061;Autre;Faible
I017314;CMD078058;Autre;Élevée
I017315;CMD076935;Autre;Moyenne
I017316;CMD081884;Autre;Moyenne
I017317;CMD050387;Détérioration;Faible
I017318;CMD063067;Autre;Élevée
I017319;CMD057907;Détérioration;Élevée
I017320;CMD091849;Retard;Faible
I017321;CMD031760;Détérioration;Moyenne
I017322;CMD024053;Détérioration;Moyenne
I017323;CMD062125;Perte;Moyenne
I017324;CMD069322;Autre;Faible
I017325;CMD054365;Retard;Moyenne
I017326;CMD022420;Détérioration;Élevée
I017327;CMD095177;Retard;Faible
I017328;CMD086094;Retard;Faible
I017329;CMD058971;Autre;Moyenne
I017330;CMD008941;Perte;Faible
I017331;CMD025788;Retard;Faible
I017332;CMD025886;Détérioration;Faible
I017333;CMD028742;Perte;Faible
I017334;CMD062633;Retard;Moyenne
I017335;CMD049219;Autre;Faible
I017336;CMD006099;Détérioration;Faible
I017337;CMD009885;Autre;Élevée
I017338;CMD011800;Autre;Faible
I017339;CMD030085;Autre;Élevée
I017340;CMD004411;Perte;Élevée
I017341;CMD023618;Retard;Faible
I017342;CMD054088;Autre;Élevée
I017343;CMD036672;Détérioration;Élevée
I017344;CMD095534;Détérioration;Faible
I017345;CMD068520;Détérioration;Élevée
I017346;CMD068830;Perte;Faible
I017347;CMD031786;Autre;Faible
I017348;CMD070005;Autre;Moyenne
I017349;CMD048554;Détérioration;Moyenne
I017350;CMD095566;Autre;Élevée
I017351;CMD058764;Autre;Faible
I017352;CMD005674;Perte;Élevée
I017353;CMD057151;Détérioration;Faible
I017354;CMD094763;Perte;Moyenne
I017355;CMD093841;Détérioration;Moyenne
I017356;CMD008168;Autre;Faible
I017357;CMD057236;Détérioration;Faible
I017358;CMD010289;Autre;Élevée
I017359;CMD024727;Détérioration;Faible
I017360;CMD089319;Autre;Moyenne
I017361;CMD033176;Retard;Moyenne
I017362;CMD093594;Perte;Élevée
I017363;CMD013924;Détérioration;Élevée
I017364;CMD093819;Perte;Moyenne
I017365;CMD056366;Autre;Faible
I017366;CMD024366;Autre;Faible
I017367;CMD041956;Perte;Faible
I017368;CMD060830;Perte;Moyenne
I017369;CMD092670;Retard;Moyenne
I017370;CMD027189;Détérioration;Moyenne
I017371;CMD065637;Retard;Moyenne
I017372;CMD083521;Autre;Élevée
I017373;CMD002404;Perte;Élevée
I017374;CMD024023;Retard;Faible
I017375;CMD071669;Autre;Élevée
I017376;CMD049691;Perte;Élevée
I017377;CMD025797;Retard;Élevée
I017378;CMD021490;Retard;Élevée
I017379;CMD026826;Perte;Faible
I017380;CMD009239;Retard;Faible
I017381;CMD054676;Retard;Moyenne
I017382;CMD038505;Autre;Élevée
I017383;CMD064736;Autre;Faible
I017384;CMD091667;Autre;Faible
I017385;CMD086746;Perte;Moyenne
I017386;CMD094208;Détérioration;Faible
I017387;CMD074162;Autre;Moyenne
I017388;CMD095960;Perte;Faible
I017389;CMD084454;Perte;Faible
I017390;CMD040356;Autre;Moyenne
I017391;CMD071344;Autre;Faible
I017392;CMD083497;Perte;Élevée
I017393;CMD068034;Autre;Faible
I017394;CMD052643;Retard;Faible
I017395;CMD044374;Autre;Moyenne
I017396;CMD054427;Autre;Faible
I017397;CMD052016;Retard;Élevée
I017398;CMD062544;Détérioration;Faible
I017399;CMD059376;Perte;Faible
I017400;CMD024674;Autre;Faible
I017401;CMD016797;Détérioration;Faible
I017402;CMD078413;Retard;Élevée
I017403;CMD094654;Perte;Élevée
I017404;CMD002938;Perte;Faible
I017405;CMD054155;Retard;Élevée
I017406;CMD044273;Détérioration;Élevée
I017407;CMD025683;Retard;Faible
I017408;CMD027068;Perte;Moyenne
I017409;CMD003272;Autre;Moyenne
I017410;CMD064263;Détérioration;Faible
I017411;CMD088326;Autre;Faible
I017412;CMD028797;Autre;Moyenne
I017413;CMD025339;Autre;Faible
I017414;CMD034549;Perte;Faible
I017415;CMD076619;Retard;Faible
I017416;CMD089045;Autre;Faible
